Source,Target
165453,211225
165453,211226
165453,211227
165453,211228
165453,212185
165453,212186
165453,212187
165453,215135
165453,215136
165453,215137
204391,211224
204391,211225
204391,211226
204391,211227
204391,211228
204391,212185
204391,212186
204391,212187
204391,215135
204391,215136
204391,215137
211224,211225
211224,211226
211224,211227
211224,211228
211224,212185
211224,212186
211224,212187
211224,215135
211224,215136
211224,215137
211225,211226
211225,211227
211225,211228
211225,212185
211225,212186
211225,212187
211225,215135
211225,215136
211225,215137
211226,211227
211226,211228
211226,212185
211226,212186
211226,212187
211226,215135
211226,215136
211226,215137
211227,211228
211227,212185
211227,212186
211227,212187
211227,215135
211227,215136
211227,215137
211228,212185
211228,212186
211228,212187
211228,215135
211228,215136
211228,215137
212185,212186
212185,212187
212185,215135
212185,215136
212185,215137
212186,212187
212186,215135
212186,215136
212186,215137
212187,215135
212187,215136
212187,215137
215135,215136
215135,215137
215136,215137
67056,165247
67056,175983
67056,204900
67056,204901
67056,214019
165247,175983
165247,204900
165247,204901
165247,214019
175983,204900
175983,204901
175983,214019
204900,204901
204900,214019
204901,214019
117452,161369
117452,161371
117452,185285
161369,161371
161369,185285
161371,185285
185285,213486
185285,260665
185285,260666
185285,308935
213486,260665
213486,260666
213486,308843
213486,308935
260665,260666
260665,308843
260665,308935
260666,308843
260666,308935
308843,308935
34920,89888
34920,133877
34920,171377
34920,183573
34920,183574
34920,183575
34920,187204
89888,133877
89888,171377
89888,183573
89888,183574
89888,183575
89888,187204
133877,171377
133877,183573
133877,183574
133877,183575
133877,187204
171377,183573
171377,183574
171377,183575
171377,187204
183573,183574
183573,183575
183573,187204
183574,183575
183574,187204
183575,187204
29115,187288
29115,187289
29115,187290
29115,187291
29115,199914
29115,199915
29115,201438
187288,187289
187288,187290
187288,187291
187288,199914
187288,199915
187288,201438
187289,187290
187289,187291
187289,199914
187289,199915
187289,201438
187290,187291
187290,199914
187290,199915
187290,201438
187291,199914
187291,199915
187291,201438
199914,199915
199914,201438
199915,201438
3448,96717
3448,103940
3448,103941
96716,96717
96716,96718
96716,107460
96717,96718
96717,103940
96717,103941
96717,107460
96718,107460
103940,103941
258329,300248
258329,301063
258329,363256
258329,363257
258329,396850
258329,396851
258329,396852
300248,301063
300248,363256
300248,363257
300248,396850
300248,396851
300248,396852
301063,363256
301063,363257
301063,396850
301063,396851
301063,396852
363256,363257
363256,396850
363256,396851
363256,396852
363257,396850
363257,396851
363257,396852
396850,396851
396850,396852
396851,396852
73220,261575
73220,261576
192027,208491
192027,261575
192027,322512
208491,261575
208491,322512
261575,261576
261575,322512
55110,90859
55110,293611
55110,293612
55110,303150
55110,303152
55110,303154
90859,293611
90859,293612
90859,303150
90859,303152
90859,303154
293611,293612
293611,303150
293611,303152
293611,303154
293612,303150
293612,303152
293612,303154
303150,303152
303150,303154
303152,303154
95856,110542
95856,119925
95856,172376
95856,305243
110542,119925
110542,172376
110542,305243
119925,172378
119925,183678
119925,293792
119925,293793
119925,293794
119925,297207
119925,303641
119925,303643
119925,303645
119925,315725
119925,317654
172376,172378
172376,305243
172378,303641
172378,303643
172378,303645
172378,315725
172378,317654
293792,293793
293792,293794
293793,293794
293793,297207
293793,317654
297207,317654
303641,303643
303641,303645
303641,315725
303641,317654
303643,303645
303643,315725
303643,317654
303645,315725
303645,317654
315725,317654
95782,253502
95782,294826
95782,297209
95782,297210
95782,299326
95782,299327
95782,302861
95782,306345
95782,306346
253502,306345
253502,306346
294826,299326
294826,299327
297209,297210
297209,302861
297210,302861
297210,306345
299326,299327
306345,306346
299381,299382
299381,299383
299381,309582
299382,299383
299382,309582
299383,309582
305492,305493
305492,305494
305492,309582
305493,305494
305493,309582
305494,309582
122314,139350
122314,287828
122314,415971
122314,415972
122314,419062
122314,419063
139350,203333
139350,252132
139350,419089
203333,252132
203333,419089
252132,419089
287828,415971
287828,415972
287828,419062
287828,419063
415971,415972
415971,419062
415971,419063
415972,419062
415972,419063
419062,419063
134810,387931
134810,409131
134810,409132
134810,409133
134810,409134
387931,409131
387931,409132
387931,409133
387931,409134
409131,409132
409131,409133
409131,409134
409132,409133
409132,409134
409133,409134
177234,249506
177234,254910
177234,403584
177234,412980
177234,412981
249506,254910
249506,403584
249506,412980
249506,412981
254910,403584
254910,412980
254910,412981
403584,412980
403584,412981
412980,412981
24150,24221
24150,34933
24150,153852
24150,245194
24150,287734
24150,287735
24150,287736
24150,287737
24150,287738
24150,287739
24150,287740
24221,34933
24221,153852
24221,245194
24221,287734
24221,287735
24221,287736
24221,287737
24221,287738
24221,287739
24221,287740
34933,153852
34933,245194
34933,287734
34933,287735
34933,287736
34933,287737
34933,287738
34933,287739
34933,287740
50607,63053
50607,65471
50607,65720
50607,88989
50607,146969
50607,176509
50607,212945
50607,240986
50607,287739
50607,301314
63053,65720
63053,88989
63053,296963
65471,65720
65471,146969
65471,176509
65471,212945
65471,240986
65471,301314
65720,88989
65720,95008
65720,146969
65720,176509
65720,202071
65720,212945
65720,240986
65720,250426
65720,259598
65720,287739
65720,301314
88989,95008
88989,116220
88989,135581
88989,202071
88989,250426
88989,259598
88989,296962
88989,296963
88989,296964
88989,296965
88989,296966
88989,305127
95008,202071
95008,250426
95008,259598
116220,135581
116220,250426
116220,296962
116220,296963
116220,296964
116220,296965
116220,296966
116220,305127
135581,296962
135581,296963
135581,296964
135581,296965
135581,296966
135581,305127
146969,176509
146969,212945
146969,240986
146969,287739
146969,301314
153852,245194
153852,287734
153852,287735
153852,287736
153852,287737
153852,287738
153852,287739
153852,287740
176509,212945
176509,240986
176509,287739
176509,301314
202071,250426
202071,259598
212945,240986
212945,287739
212945,301314
240986,301314
245194,287734
245194,287735
245194,287736
245194,287737
245194,287738
245194,287739
245194,287740
250426,259598
287734,287735
287734,287736
287734,287737
287734,287738
287734,287739
287734,287740
287735,287736
287735,287737
287735,287738
287735,287739
287735,287740
287736,287737
287736,287738
287736,287739
287736,287740
287737,287738
287737,287739
287737,287740
287738,287739
287738,287740
287739,287740
296962,296963
296962,296964
296962,296965
296962,296966
296962,305127
296963,296964
296963,296965
296963,296966
296963,305127
296964,296965
296964,296966
296964,305127
296965,296966
296965,305127
296966,305127
21067,33249
21067,192274
21067,270532
21067,282851
21067,282852
33249,192274
33249,270532
33249,282851
33249,282852
192273,192274
192273,221856
192273,226485
192274,270532
192274,282851
192274,282852
221856,226485
270532,282851
270532,282852
282851,282852
58548,76070
58548,93921
58548,127643
58548,132440
58548,199810
58548,199851
58548,359091
58548,359092
58548,392425
76070,93921
76070,127643
76070,132440
76070,199810
76070,199851
76070,359091
76070,359092
93921,127643
93921,132440
93921,199810
93921,199851
93921,359091
93921,359092
127643,132440
127643,199810
127643,199851
127643,359091
127643,359092
132440,199810
132440,199851
132440,359091
132440,359092
199810,199851
199810,359091
199810,359092
199851,359091
199851,359092
359091,359092
95096,272061
95096,278426
95096,383790
95096,391924
95096,399049
272061,278426
272061,383790
272061,391924
272061,399049
278426,383790
278426,391924
278426,399049
383790,391924
383790,399049
391924,399049
61213,94458
76758,94458
76758,96107
76758,217381
76758,243008
76758,247403
76758,251307
76758,307924
76758,313152
76758,367687
76758,367688
76758,367689
76758,388313
76758,396548
76758,396549
76758,404573
76758,404574
76758,407479
76758,407480
76758,407481
76758,409723
76758,409724
76758,409725
76758,409726
76758,409727
94458,96107
94458,217381
94458,243008
94458,247403
94458,251307
94458,307924
94458,313152
94458,367687
94458,367688
94458,367689
94458,388313
94458,396548
94458,396549
94458,404573
94458,404574
94458,407479
94458,407480
94458,407481
94458,409723
94458,409724
94458,409725
94458,409726
94458,409727
96107,217381
96107,243008
96107,247403
96107,251307
96107,307924
96107,313152
96107,367687
96107,367688
96107,367689
96107,388313
96107,396548
96107,396549
96107,404573
96107,404574
96107,407479
96107,407480
96107,407481
96107,409723
96107,409724
96107,409725
96107,409726
96107,409727
217381,243008
217381,247403
217381,251307
217381,307924
217381,313152
217381,367687
217381,367688
217381,367689
217381,388313
217381,396548
217381,396549
217381,404573
217381,404574
217381,407479
217381,407480
217381,407481
217381,409723
217381,409724
217381,409725
217381,409726
217381,409727
243008,247403
243008,251307
243008,307924
243008,313152
243008,367687
243008,367688
243008,367689
243008,388313
243008,396548
243008,396549
243008,404573
243008,404574
243008,407479
243008,407480
243008,407481
243008,409723
243008,409724
243008,409725
243008,409726
243008,409727
247403,251307
247403,307924
247403,313152
247403,367687
247403,367688
247403,367689
247403,388313
247403,396548
247403,396549
247403,404573
247403,404574
247403,407479
247403,407480
247403,407481
247403,409723
247403,409724
247403,409725
247403,409726
247403,409727
251307,307924
251307,313152
251307,367687
251307,367688
251307,367689
251307,388313
251307,396548
251307,396549
251307,404573
251307,404574
251307,407479
251307,407480
251307,407481
251307,409723
251307,409724
251307,409725
251307,409726
251307,409727
307924,313152
307924,367687
307924,367688
307924,367689
307924,388313
307924,396548
307924,396549
307924,404573
307924,404574
307924,407479
307924,407480
307924,407481
307924,409723
307924,409724
307924,409725
307924,409726
307924,409727
313152,367687
313152,367688
313152,367689
313152,388313
313152,396548
313152,396549
313152,404573
313152,404574
313152,407479
313152,407480
313152,407481
313152,409723
313152,409724
313152,409725
313152,409726
313152,409727
367687,367688
367687,367689
367687,388313
367687,396548
367687,396549
367687,404573
367687,404574
367687,407479
367687,407480
367687,407481
367687,409723
367687,409724
367687,409725
367687,409726
367687,409727
367688,367689
367688,388313
367688,396548
367688,396549
367688,404573
367688,404574
367688,407479
367688,407480
367688,407481
367688,409723
367688,409724
367688,409725
367688,409726
367688,409727
367689,388313
367689,396548
367689,396549
367689,404573
367689,404574
367689,407479
367689,407480
367689,407481
367689,409723
367689,409724
367689,409725
367689,409726
367689,409727
388313,396548
388313,396549
388313,404573
388313,404574
388313,407479
388313,407480
388313,407481
388313,409723
388313,409724
388313,409725
388313,409726
388313,409727
396548,396549
396548,404573
396548,404574
396548,407479
396548,407480
396548,407481
396548,409723
396548,409724
396548,409725
396548,409726
396548,409727
396549,404573
396549,404574
396549,407479
396549,407480
396549,407481
396549,409723
396549,409724
396549,409725
396549,409726
396549,409727
404573,404574
404573,407479
404573,407480
404573,407481
404573,409723
404573,409724
404573,409725
404573,409726
404573,409727
404574,407479
404574,407480
404574,407481
404574,409723
404574,409724
404574,409725
404574,409726
404574,409727
407479,407480
407479,407481
407479,409723
407479,409724
407479,409725
407479,409726
407479,409727
407480,407481
407480,409723
407480,409724
407480,409725
407480,409726
407480,409727
407481,409723
407481,409724
407481,409725
407481,409726
407481,409727
409723,409724
409723,409725
409723,409726
409723,409727
409724,409725
409724,409726
409724,409727
409725,409726
409725,409727
409726,409727
75198,111261
75198,416847
75198,416848
75198,416849
75198,424818
111261,416847
111261,416848
111261,416849
111261,424818
416847,416848
416847,416849
416847,424818
416848,416849
416848,424818
416849,424818
57619,172735
57619,172736
57619,192412
57619,194607
57619,198987
57619,200823
172735,172736
172735,192412
172735,194607
172735,198987
172735,200823
172736,192412
172736,194607
172736,198987
172736,200823
192412,194607
192412,198987
192412,200823
194607,198987
194607,200823
198987,200823
15416,34261
15416,257823
30028,34261
30028,162857
30028,227642
30028,267455
30028,267456
30028,267457
30028,267458
34261,257823
162857,227642
162857,267455
162857,267456
162857,267457
162857,267458
227642,267455
227642,267456
227642,267457
227642,267458
267455,267456
267455,267457
267455,267458
267456,267457
267456,267458
267457,267458
162340,184861
162340,258800
162340,258801
162340,258802
162340,258803
162340,258804
162340,276330
184861,258800
184861,258801
184861,258802
184861,258803
184861,258804
184861,276330
258800,258801
258800,258802
258800,258803
258800,258804
258800,276330
258801,258802
258801,258803
258801,258804
258801,276330
258802,258803
258802,258804
258802,276330
258803,258804
258803,276330
258804,276330
3955,17697
3955,57755
3955,57756
3955,59803
3955,59804
3955,59805
3955,59806
3955,59807
3955,59808
3955,59809
3955,59810
3955,59865
3955,59866
6939,17697
6939,35028
6939,48781
17697,57755
17697,57756
17697,59803
17697,59804
17697,59805
17697,59806
17697,59807
17697,59808
17697,59809
35028,48781
57755,57756
57755,59803
57755,59804
57755,59805
57755,59806
57755,59807
57755,59808
57755,59809
57756,59803
57756,59804
57756,59805
57756,59806
57756,59807
57756,59808
57756,59809
59803,59804
59803,59805
59803,59806
59803,59807
59803,59808
59803,59809
59804,59805
59804,59806
59804,59807
59804,59808
59804,59809
59805,59806
59805,59807
59805,59808
59805,59809
59806,59807
59806,59808
59806,59809
59807,59808
59807,59809
59808,59809
59810,59865
59810,59866
59865,59866
24828,74105
24828,152828
24828,152829
24828,152830
24828,152831
74105,152828
74105,152829
74105,152830
74105,152831
152828,152829
152828,152830
152828,152831
152829,152830
152829,152831
152830,152831
105963,113782
105963,279739
105963,325724
105963,325725
105963,325726
105963,351383
113782,279739
113782,325724
113782,325725
113782,325726
113782,351383
279739,325724
279739,325725
279739,325726
279739,351383
325724,325725
325724,325726
325724,351383
325725,325726
325725,351383
325726,351383
58373,257850
58373,257851
58373,257852
58373,259123
58373,259125
257850,257851
257850,257852
257850,259123
257850,259125
257851,257852
257851,259123
257851,259125
257852,259123
257852,259125
259123,259125
97898,111961
97898,111962
97898,112720
97898,122697
97898,122698
97898,128272
97898,128273
97898,128274
97898,128275
97898,128276
111961,111962
111961,112720
111961,122697
111961,122698
111961,128272
111961,128273
111961,128274
111961,128275
111961,128276
111962,112720
111962,122697
111962,122698
111962,128272
111962,128273
111962,128274
111962,128275
111962,128276
112720,122697
112720,122698
112720,128272
112720,128273
112720,128274
112720,128275
112720,128276
122697,122698
122697,128272
122697,128273
122697,128274
122697,128275
122697,128276
122698,128272
122698,128273
122698,128274
122698,128275
122698,128276
128272,128273
128272,128274
128272,128275
128272,128276
128273,128274
128273,128275
128273,128276
128274,128275
128274,128276
128275,128276
63780,109705
63780,112849
63780,129184
63780,129185
63780,129186
63780,129187
63780,129188
63780,129189
63780,138410
63780,144098
109705,112849
109705,129184
109705,129185
109705,129186
109705,129187
109705,129188
109705,129189
109705,138410
109705,144098
112849,129184
112849,129185
112849,129186
112849,129187
112849,129188
112849,129189
112849,138410
112849,144098
129184,129185
129184,129186
129184,129187
129184,129188
129184,129189
129184,138410
129184,144098
129185,129186
129185,129187
129185,129188
129185,129189
129185,138410
129185,144098
129186,129187
129186,129188
129186,129189
129186,138410
129186,144098
129187,129188
129187,129189
129187,138410
129187,144098
129188,129189
129188,138410
129188,144098
129189,138410
129189,144098
138410,144098
128887,129314
128887,129315
128887,135393
128887,135970
128887,135971
128887,143656
128887,143657
129314,129315
129314,135393
129314,135970
129314,135971
129314,143656
129314,143657
129315,135393
129315,135970
129315,135971
129315,143656
129315,143657
135393,135970
135393,135971
135393,143656
135393,143657
135970,135971
135970,143656
135970,143657
135971,143656
135971,143657
143656,143657
68302,116759
68302,330026
68302,330027
68302,330028
68302,330029
116759,330026
116759,330027
116759,330028
116759,330029
330026,330027
330026,330028
330026,330029
330027,330028
330027,330029
330028,330029
61117,86355
61117,86356
61117,86357
61117,86358
61117,86359
61117,86360
61117,93486
86355,86356
86355,86357
86355,86358
86355,86359
86355,86360
86355,93486
86356,86357
86356,86358
86356,86359
86356,86360
86356,93486
86357,86358
86357,86359
86357,86360
86357,93486
86358,86359
86358,86360
86358,93486
86359,86360
86359,93486
86360,93486
67768,67769
67768,67770
67768,67771
67768,67772
67768,68681
67769,67770
67769,67771
67769,67772
67769,68681
67770,67771
67770,67772
67770,68681
67771,67772
67771,68681
67772,68681
68681,68682
63949,69497
63949,204018
63949,381824
63949,381825
63949,384146
69497,204018
69497,381824
69497,381825
69497,384146
204018,381824
204018,381825
204018,384146
381824,381825
381824,384146
381825,384146
98028,207157
98028,405940
98028,405941
98028,405942
98028,405943
98028,405944
158783,160092
158783,269187
158783,310372
158783,332358
158783,356723
160092,239057
160092,269187
160092,310372
160092,332358
160092,356723
207157,239057
207157,417005
207157,422936
239057,417005
239057,422936
269187,310372
269187,332358
269187,356723
310372,332358
310372,356723
332358,356723
405940,405942
417005,422936
229388,348266
229388,415459
229388,415460
229388,415461
229388,419169
348266,415459
348266,415460
348266,415461
415459,415460
415459,415461
415460,415461
415460,419169
415461,419169
35012,411366
35012,420476
411366,420476
420476,420477
420476,420478
420477,420478
420477,424843
420478,424843
334108,406333
334108,406334
334108,406335
334108,413388
334108,413389
406333,406334
406333,406335
406333,413388
406333,413389
406334,406335
406334,413388
406334,413389
406335,413388
406335,413389
413388,413389
304797,304798
304797,304812
304797,304813
304797,304814
304797,304815
304798,304812
304798,304813
304798,304814
304798,304815
304812,304813
304812,304814
304812,304815
304813,304814
304813,304815
304814,304815
200819,248270
200819,248306
200819,248307
200819,248308
200819,248309
248270,248306
248270,248307
248270,248308
248270,248309
248306,248307
248306,248308
248306,248309
248307,248308
248307,248309
248308,248309
19912,103040
19912,157825
19912,160692
19912,191393
19912,191394
103040,157825
103040,160692
103040,191393
103040,191394
157825,160692
157825,191393
157825,191394
160692,191393
160692,191394
191393,191394
235110,376079
235110,386404
235110,410126
235110,410127
235110,410128
235110,417955
376079,386404
376079,410126
376079,410127
376079,410128
376079,417955
386404,410126
386404,410127
386404,410128
386404,417955
410126,410127
410126,410128
410126,417955
410127,410128
410127,417955
410128,417955
196321,284087
196321,342862
196321,346510
196321,384219
196321,385928
284087,342862
284087,346510
284087,384219
284087,385928
342862,346510
342862,384219
342862,385928
346510,384219
346510,385928
384219,385928
71651,138582
71651,173219
71651,288956
71651,299946
71651,306395
71651,306396
138582,173219
138582,288956
138582,299946
138582,306395
138582,306396
173219,288956
173219,299946
173219,306395
173219,306396
288956,299946
288956,306395
288956,306396
299946,306395
299946,306396
306395,306396
4342,8702
4342,26500
4342,56384
4342,95792
4342,95990
4342,199857
4342,279946
8702,26500
8702,56384
8702,95792
8702,95990
8702,195614
26500,95792
26500,95990
56384,95792
56384,95990
56384,199857
56384,279946
95792,95990
95990,195614
57034,119976
57034,125448
57034,153885
57034,198235
57034,243688
57034,262162
57034,272697
57034,366834
57034,375503
57034,384436
57034,384437
57034,384669
57034,392209
57034,392629
108705,137816
108705,199672
108705,384781
108705,386591
119976,153885
119976,243688
119976,272697
119976,384669
125448,153885
125448,198235
125448,243688
125448,245524
125448,262162
125448,286899
125448,366834
125448,375503
125448,384436
125448,384437
125448,392209
125448,392629
137816,199672
137816,384781
137816,386591
153885,245524
153885,262162
153885,286899
153885,384436
153885,384437
198235,199672
198235,243688
198235,262162
198235,366834
198235,375503
198235,384436
198235,384437
198235,392209
198235,392629
199672,384781
199672,386591
243688,262162
243688,366834
243688,375503
243688,384436
243688,384437
243688,392209
243688,392629
245524,262162
245524,286899
245524,384436
245524,384437
262162,286899
262162,366834
262162,375503
262162,384436
262162,384437
262162,392209
262162,392629
272697,384669
286899,384436
286899,384437
366834,375503
366834,384436
366834,384437
366834,392209
366834,392629
375503,384436
375503,384437
375503,392209
375503,392629
384436,384437
384436,392209
384436,392629
384437,392209
384437,392629
384781,386591
392209,392629
29914,31865
29914,102114
29914,137199
29914,164848
29914,215869
29914,230070
29914,361322
29914,361324
29914,361326
29914,361328
29914,361329
29914,361332
31865,80629
31865,230027
31865,243330
31865,361332
31865,384696
80629,230027
80629,243330
80629,384696
102114,137199
102114,164848
102114,361329
137199,164848
137199,361329
164848,361329
215869,230070
215869,361322
215869,361324
215869,361326
215869,361328
215869,361332
230027,243330
230027,384696
230070,361322
230070,361324
230070,361326
230070,361328
230070,361332
243330,384696
361322,361324
361322,361326
361322,361328
361322,361332
361324,361326
361324,361328
361324,361332
361326,361328
361326,361332
361328,361332
25689,29824
25689,86712
25689,208706
25689,215626
25689,215627
25689,241331
25689,353956
25689,361840
25689,361841
25689,361842
25689,372831
25689,372832
25689,372833
25689,372834
25689,400226
29824,86712
29824,208706
29824,215626
29824,215627
29824,241331
29824,353956
29824,361840
29824,361841
29824,361842
29824,372831
29824,372832
29824,372833
29824,372834
29824,400226
86712,208706
86712,215626
86712,215627
86712,241331
86712,353956
86712,361840
86712,361841
86712,361842
86712,372831
86712,372832
86712,372833
86712,372834
86712,400226
208706,215626
208706,215627
208706,241331
208706,353956
208706,361840
208706,361841
208706,361842
208706,372831
208706,372832
208706,372833
208706,372834
208706,400226
215626,215627
215626,241331
215626,353956
215626,361840
215626,361841
215626,361842
215626,372831
215626,372832
215626,372833
215626,372834
215626,400226
215627,241331
215627,353956
215627,361840
215627,361841
215627,361842
215627,372831
215627,372832
215627,372833
215627,372834
215627,400226
241331,353956
241331,361840
241331,361841
241331,361842
241331,372831
241331,372832
241331,372833
241331,372834
241331,400226
353956,361840
353956,361841
353956,361842
353956,372831
353956,372832
353956,372833
353956,372834
353956,400226
361840,361841
361840,361842
361840,372831
361840,372832
361840,372833
361840,372834
361840,400226
361841,361842
361841,372831
361841,372832
361841,372833
361841,372834
361841,400226
361842,372831
361842,372832
361842,372833
361842,372834
361842,400226
372831,372832
372831,372833
372831,372834
372831,400226
372832,372833
372832,372834
372832,400226
372833,372834
372833,400226
372834,400226
24468,207446
24468,373975
24468,379380
24468,380263
24468,393970
207446,373975
207446,379380
207446,380263
207446,393970
373975,379380
373975,380263
373975,393970
379380,380263
379380,393970
380263,393970
37843,85676
37843,100295
37843,142212
37843,279093
37843,307584
37843,327562
37843,327563
37843,366734
37843,366735
37843,369880
37843,382721
37843,382723
37843,382724
37843,382725
37843,395341
85676,87902
85676,279093
85676,307584
85676,327562
85676,327563
85676,369880
85676,382721
85676,382723
85676,382724
85676,382725
87902,279093
87902,327563
100295,307584
100295,327562
100295,369880
100295,382721
100295,382723
100295,382724
100295,382725
100295,395341
142212,366734
142212,366735
279093,327563
307584,327562
307584,369880
327562,369880
366734,366735
382721,382723
382721,382724
382721,382725
382721,395341
382723,382724
382723,382725
382723,395341
382724,382725
382724,395341
382725,395341
28976,38698
28976,39554
28976,39555
28976,86837
28976,92570
38698,39554
38698,39555
38698,86837
38698,92570
39554,39555
39554,86837
39554,92570
39555,86837
39555,92570
86837,92570
117876,169766
117876,264812
117876,264813
117876,264814
117876,264815
169766,264812
169766,264813
169766,264814
169766,264815
264812,264813
264812,264814
264812,264815
264813,264814
264813,264815
264814,264815
81740,290490
81740,290491
81740,297660
81740,304215
81740,311600
81740,314102
81740,317332
290490,290491
290490,297660
290490,304215
290490,311600
290490,314102
290490,317332
290491,297660
290491,304215
290491,311600
290491,314102
290491,317332
297660,304215
297660,311600
297660,314102
297660,317332
304215,311600
304215,314102
304215,317332
311600,314102
311600,317332
314102,317332
16756,16757
16756,16758
16756,16759
16756,16760
16756,17303
16756,17579
16757,16758
16757,16759
16757,16760
16757,17303
16757,17579
16758,16759
16758,16760
16758,17303
16758,17579
16759,16760
16759,17303
16759,17579
16760,17303
16760,17579
17303,17579
7311,62550
7311,182397
7311,216820
7311,276801
7311,286653
7311,308942
62550,182397
62550,216820
62550,276801
62550,286653
62550,308942
182397,216820
182397,276801
182397,286653
182397,308942
182397,311243
216820,276801
216820,286653
216820,308942
276801,286653
276801,308942
286653,308942
36541,296546
36541,306570
36541,307708
36541,307709
36541,307710
296546,306570
296546,307708
296546,307709
296546,307710
306570,307708
306570,307709
306570,307710
307708,307709
307708,307710
307709,307710
87755,87757
87755,355636
87755,355637
87755,398886
87757,340445
87757,340446
87757,355636
87757,355637
87757,375117
87757,375118
87757,398886
340445,340446
340445,355636
340445,355637
340446,355636
340446,355637
355636,355637
355636,375117
355636,375118
355636,398886
375117,375118
98168,129615
98168,324007
98168,406243
98168,406665
98168,413768
129615,324007
129615,406243
129615,406665
129615,413768
324007,406243
324007,406665
324007,413768
406243,406665
406243,413768
406665,413768
90271,334392
90271,385947
334392,385947
385947,405343
385947,405344
385947,405345
385947,405346
385947,405347
385947,405348
405343,405344
405343,405345
405343,405346
405343,405347
405343,405348
405344,405345
405344,405346
405344,405347
405344,405348
405345,405346
405345,405347
405345,405348
405346,405347
405346,405348
405347,405348
8172,55846
8172,77772
8172,95010
8172,100807
8172,132675
8172,145967
8172,148978
8172,152888
8172,190202
8172,234626
8172,258259
8172,258260
8172,258262
32987,74580
32987,245714
32987,258259
32987,258261
32987,258262
32987,258263
32987,258264
32987,258265
32987,258266
55846,77772
55846,95010
55846,100807
55846,132675
55846,145967
55846,148978
55846,152888
55846,190202
55846,234626
55846,258259
55846,258260
55846,258262
74580,245714
74580,258259
74580,258261
74580,258262
74580,258263
74580,258264
74580,258265
74580,258266
77772,95010
77772,100807
77772,132675
77772,145967
77772,148978
77772,152888
77772,190202
77772,234626
77772,258259
77772,258260
77772,258262
95010,100807
95010,132675
95010,145967
95010,148978
95010,152888
95010,190202
95010,234626
95010,258259
95010,258260
95010,258262
100807,132675
100807,145967
100807,148978
100807,152888
100807,190202
100807,234626
100807,258259
100807,258260
100807,258262
100807,271148
101581,132675
101581,148978
101581,190202
101581,234626
101581,274777
111108,140130
111108,261617
111108,261618
132675,140130
132675,145967
132675,148978
132675,152888
132675,190202
132675,234626
132675,258259
132675,258260
132675,258262
140130,261617
140130,261618
145967,148978
145967,152888
145967,190202
145967,234626
145967,258259
145967,258260
145967,258262
148978,152888
148978,190202
148978,234626
148978,258259
148978,258260
148978,258262
148978,274777
152888,190202
152888,234626
152888,258259
152888,258260
152888,258262
190202,234626
190202,258259
190202,258260
190202,258262
234626,258259
234626,258260
234626,258262
234626,274777
245714,258259
245714,258261
245714,258262
245714,258263
245714,258264
245714,258265
245714,258266
258259,258260
258259,258261
258259,258262
258259,258263
258259,258264
258259,258265
258259,258266
258260,258262
258261,258262
258261,258263
258261,258264
258261,258265
258261,258266
258262,258263
258262,258264
258262,258265
258262,258266
258263,258264
258263,258265
258263,258266
258264,258265
258264,258266
258265,258266
261617,261618
274776,274777
128170,131987
128170,208294
128170,229392
128170,229393
128170,229394
131987,208294
131987,229392
131987,229393
131987,229394
208294,229392
208294,229393
208294,229394
229392,229393
229392,229394
229393,229394
120089,126621
120089,218584
120089,218585
120089,243281
120089,243282
126621,218584
126621,218585
126621,243281
126621,243282
218584,218585
218584,243281
218584,243282
218585,243281
218585,243282
243281,243282
105590,113483
105590,146641
105590,289150
105590,289151
105590,289152
105590,289153
105590,289154
105590,314259
113483,146641
113483,289150
113483,289151
113483,289152
113483,289153
113483,289154
113483,314259
146641,289150
146641,289151
146641,289152
146641,289153
146641,289154
146641,314259
289150,289151
289150,289152
289150,289153
289150,289154
289150,314259
289151,289152
289151,289153
289151,289154
289151,314259
289152,289153
289152,289154
289152,314259
289153,289154
289153,314259
289154,314259
231636,249648
231636,273039
231636,273040
231636,324123
231636,324124
249648,324123
249648,324124
273039,273040
324123,324124
109736,150967
109736,163302
109736,333075
109736,364532
109736,364533
150967,163302
150967,257775
150967,323502
150967,333075
150967,364532
150967,364533
150967,399674
163302,169248
163302,257775
163302,323502
163302,333075
163302,364532
163302,364533
163302,399674
169248,257775
169248,323502
169248,360939
169248,394905
180343,338045
180343,360939
180343,369703
180343,379053
257775,323502
257775,399674
323502,399674
333075,364532
333075,364533
338045,369703
338045,379053
360939,394905
364532,364533
369703,379053
97061,128259
97061,319535
97061,384113
97061,384114
97061,384115
97061,384116
128259,384113
128259,384114
128259,384115
128259,384116
384113,384114
384113,384115
384113,384116
384114,384115
384114,384116
384115,384116
12916,13700
12916,13701
12916,13702
12916,13703
12916,13988
13700,13701
13700,13702
13700,13703
13700,13988
13701,13702
13701,13703
13701,13988
13702,13703
13702,13988
13703,13988
24863,223223
24863,223224
24863,303702
24863,303703
24863,303704
24863,311257
24863,311258
223223,223224
223223,303702
223223,303703
223223,303704
223223,311257
223223,311258
223224,303702
223224,303703
223224,303704
223224,311257
223224,311258
303702,303703
303702,303704
303702,311257
303702,311258
303703,303704
303703,311257
303703,311258
303704,311257
303704,311258
311257,311258
59909,68672
59909,92601
59909,142358
59909,238768
63364,142358
63364,151327
63364,278607
63364,322831
68672,92601
68672,142358
68672,238768
68672,281741
68672,349804
91599,92601
